Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
26/1/2021,ES,Spain,EURO,17364,2660767,520,62655
27/1/2021,ES,Spain,EURO,32868,2693635,534,63189
28/1/2021,ES,Spain,EURO,37585,2731220,555,63744
29/1/2021,ES,Spain,EURO,35911,2767131,603,64347
30/1/2021,ES,Spain,EURO,33468,2800599,576,64923
31/1/2021,ES,Spain,EURO,32444,2833043,540,65463
1/2/2021,ES,Spain,EURO,18252,2851295,516,65979
2/2/2021,ES,Spain,EURO,11773,2863068,491,66470
3/2/2021,ES,Spain,EURO,22567,2885635,548,67018
4/2/2021,ES,Spain,EURO,26097,2911732,495,67513
5/2/2021,ES,Spain,EURO,23866,2935598,499,68012
6/2/2021,ES,Spain,EURO,21189,2956787,495,68507
7/2/2021,ES,Spain,EURO,20230,2977017,467,68974
8/2/2021,ES,Spain,EURO,10350,2987367,416,69390
9/2/2021,ES,Spain,EURO,6114,2993481,388,69778
10/2/2021,ES,Spain,EURO,13831,3007312,417,70195
11/2/2021,ES,Spain,EURO,15405,3022717,389,70584
12/2/2021,ES,Spain,EURO,13402,3036119,415,70999
13/2/2021,ES,Spain,EURO,11905,3048024,363,71362
14/2/2021,ES,Spain,EURO,11745,3059769,340,71702
15/2/2021,ES,Spain,EURO,5769,3065538,286,71988
16/2/2021,ES,Spain,EURO,3592,3069130,248,72236
17/2/2021,ES,Spain,EURO,8893,3078023,289,72525
18/2/2021,ES,Spain,EURO,9894,3087917,297,72822
19/2/2021,ES,Spain,EURO,8656,3096573,261,73083
20/2/2021,ES,Spain,EURO,8223,3104796,244,73327
21/2/2021,ES,Spain,EURO,8000,3112796,226,73553
22/2/2021,ES,Spain,EURO,4033,3116829,182,73735
23/2/2021,ES,Spain,EURO,2688,3119517,185,73920
24/2/2021,ES,Spain,EURO,6866,3126383,229,74149
25/2/2021,ES,Spain,EURO,7409,3133792,188,74337
26/2/2021,ES,Spain,EURO,6512,3140304,207,74544
27/2/2021,ES,Spain,EURO,6202,3146506,197,74741
28/2/2021,ES,Spain,EURO,6497,3153003,177,74918
1/3/2021,ES,Spain,EURO,3228,3156231,166,75084
2/3/2021,ES,Spain,EURO,2248,3158479,150,75234
3/3/2021,ES,Spain,EURO,5403,3163882,136,75370
4/3/2021,ES,Spain,EURO,5908,3169790,154,75524
5/3/2021,ES,Spain,EURO,5983,3175773,147,75671
6/3/2021,ES,Spain,EURO,5640,3181413,137,75808
7/3/2021,ES,Spain,EURO,5760,3187173,130,75938
8/3/2021,ES,Spain,EURO,2884,3190057,129,76067
9/3/2021,ES,Spain,EURO,2059,3192116,99,76166
10/3/2021,ES,Spain,EURO,5148,3197264,124,76290
11/3/2021,ES,Spain,EURO,5700,3202964,121,76411
12/3/2021,ES,Spain,EURO,5544,3208508,106,76517
13/3/2021,ES,Spain,EURO,5396,3213904,97,76614
14/3/2021,ES,Spain,EURO,5861,3219765,108,76722
15/3/2021,ES,Spain,EURO,2845,3222610,87,76809
16/3/2021,ES,Spain,EURO,1992,3224602,80,76889
17/3/2021,ES,Spain,EURO,5622,3230224,107,76996
18/3/2021,ES,Spain,EURO,6138,3236362,114,77110
19/3/2021,ES,Spain,EURO,5883,3242245,95,77205
20/3/2021,ES,Spain,EURO,6429,3248674,72,77277
21/3/2021,ES,Spain,EURO,4726,3253400,70,77347
22/3/2021,ES,Spain,EURO,2960,3256360,70,77417
23/3/2021,ES,Spain,EURO,2315,3258675,67,77484
24/3/2021,ES,Spain,EURO,6197,3264872,72,77556
25/3/2021,ES,Spain,EURO,7445,3272317,96,77652
26/3/2021,ES,Spain,EURO,6984,3279301,65,77717
27/3/2021,ES,Spain,EURO,7383,3286684,71,77788
28/3/2021,ES,Spain,EURO,7714,3294398,88,77876
29/3/2021,ES,Spain,EURO,4149,3298547,67,77943
30/3/2021,ES,Spain,EURO,2980,3301527,74,78017
31/3/2021,ES,Spain,EURO,7441,3308968,89,78106
1/4/2021,ES,Spain,EURO,8284,3317252,82,78188
2/4/2021,ES,Spain,EURO,9066,3326318,83,78271
3/4/2021,ES,Spain,EURO,5742,3332060,79,78350
4/4/2021,ES,Spain,EURO,3889,3335949,71,78421
5/4/2021,ES,Spain,EURO,4617,3340566,78,78499
6/4/2021,ES,Spain,EURO,4291,3344857,60,78559
7/4/2021,ES,Spain,EURO,7754,3352611,76,78635
8/4/2021,ES,Spain,EURO,10950,3363561,86,78721
9/4/2021,ES,Spain,EURO,10686,3374247,93,78814
10/4/2021,ES,Spain,EURO,10435,3384682,85,78899
11/4/2021,ES,Spain,EURO,10606,3395288,85,78984
12/4/2021,ES,Spain,EURO,5693,3400981,90,79074
13/4/2021,ES,Spain,EURO,3973,3404954,52,79126
14/4/2021,ES,Spain,EURO,9067,3414021,99,79225
15/4/2021,ES,Spain,EURO,10234,3424255,80,79305
16/4/2021,ES,Spain,EURO,10385,3434640,92,79397
17/4/2021,ES,Spain,EURO,9801,3444441,81,79478
18/4/2021,ES,Spain,EURO,10121,3454562,83,79561
19/4/2021,ES,Spain,EURO,5370,3459932,79,79640
20/4/2021,ES,Spain,EURO,3961,3463893,60,79700
21/4/2021,ES,Spain,EURO,8778,3472671,87,79787
22/4/2021,ES,Spain,EURO,10699,3483370,79,79866
23/4/2021,ES,Spain,EURO,9811,3493181,74,79940
24/4/2021,ES,Spain,EURO,9794,3502975,71,80011
25/4/2021,ES,Spain,EURO,10004,3512979,77,80088
26/4/2021,ES,Spain,EURO,5056,3518035,76,80164
27/4/2021,ES,Spain,EURO,3864,3521899,62,80226
28/4/2021,ES,Spain,EURO,8895,3530794,71,80297
29/4/2021,ES,Spain,EURO,9775,3540569,72,80369
30/4/2021,ES,Spain,EURO,9291,3549860,72,80441
1/5/2021,ES,Spain,EURO,8899,3558759,64,80505
2/5/2021,ES,Spain,EURO,9044,3567803,69,80574
3/5/2021,ES,Spain,EURO,3926,3571729,56,80630
4/5/2021,ES,Spain,EURO,3124,3574853,55,80685
5/5/2021,ES,Spain,EURO,6025,3580878,78,80763
6/5/2021,ES,Spain,EURO,7563,3588441,69,80832
7/5/2021,ES,Spain,EURO,7912,3596353,69,80901
8/5/2021,ES,Spain,EURO,6975,3603328,64,80965
9/5/2021,ES,Spain,EURO,7520,3610848,71,81036
10/5/2021,ES,Spain,EURO,3445,3614293,54,81090
11/5/2021,ES,Spain,EURO,2439,3616732,52,81142
12/5/2021,ES,Spain,EURO,6021,3622753,55,81197
13/5/2021,ES,Spain,EURO,5993,3628746,55,81252
14/5/2021,ES,Spain,EURO,5944,3634690,67,81319
15/5/2021,ES,Spain,EURO,5685,3640375,59,81378
16/5/2021,ES,Spain,EURO,5967,3646342,45,81423
17/5/2021,ES,Spain,EURO,2864,3649206,43,81466
18/5/2021,ES,Spain,EURO,2216,3651422,41,81507
19/5/2021,ES,Spain,EURO,5150,3656572,33,81540
20/5/2021,ES,Spain,EURO,5969,3662541,34,81574
21/5/2021,ES,Spain,EURO,5415,3667956,48,81622
22/5/2021,ES,Spain,EURO,5469,3673425,33,81655
23/5/2021,ES,Spain,EURO,5646,3679071,45,81700
24/5/2021,ES,Spain,EURO,2713,3681784,33,81733
25/5/2021,ES,Spain,EURO,1990,3683774,33,81766
26/5/2021,ES,Spain,EURO,4548,3688322,36,81802
27/5/2021,ES,Spain,EURO,5447,3693769,21,81823
28/5/2021,ES,Spain,EURO,5275,3699044,37,81860
29/5/2021,ES,Spain,EURO,5348,3704392,18,81878
30/5/2021,ES,Spain,EURO,5342,3709734,23,81901
31/5/2021,ES,Spain,EURO,2924,3712658,22,81923
1/6/2021,ES,Spain,EURO,1955,3714613,30,81953
2/6/2021,ES,Spain,EURO,4831,3719444,39,81992
3/6/2021,ES,Spain,EURO,5129,3724573,25,82017
4/6/2021,ES,Spain,EURO,5119,3729692,34,82051
5/6/2021,ES,Spain,EURO,4461,3734153,29,82080
6/6/2021,ES,Spain,EURO,4583,3738736,32,82112
7/6/2021,ES,Spain,EURO,2444,3741180,26,82138
8/6/2021,ES,Spain,EURO,1716,3742896,26,82164
9/6/2021,ES,Spain,EURO,4170,3747066,19,82183
10/6/2021,ES,Spain,EURO,4154,3751220,30,82213
11/6/2021,ES,Spain,EURO,4113,3755333,18,82231
12/6/2021,ES,Spain,EURO,4123,3759456,26,82257
13/6/2021,ES,Spain,EURO,4001,3763457,11,82268
14/6/2021,ES,Spain,EURO,2215,3765672,22,82290
15/6/2021,ES,Spain,EURO,1553,3767225,18,82308
16/6/2021,ES,Spain,EURO,3622,3770847,18,82326
17/6/2021,ES,Spain,EURO,4066,3774913,23,82349
18/6/2021,ES,Spain,EURO,3982,3778895,22,82371
19/6/2021,ES,Spain,EURO,3996,3782891,23,82394
20/6/2021,ES,Spain,EURO,4016,3786907,18,82412
21/6/2021,ES,Spain,EURO,2266,3789173,9,82421
22/6/2021,ES,Spain,EURO,1669,3790842,16,82437
23/6/2021,ES,Spain,EURO,3864,3794706,19,82456
24/6/2021,ES,Spain,EURO,4428,3799134,19,82475
25/6/2021,ES,Spain,EURO,5028,3804162,19,82494
26/6/2021,ES,Spain,EURO,3895,3808057,14,82508
27/6/2021,ES,Spain,EURO,5689,3813746,12,82520
28/6/2021,ES,Spain,EURO,3758,3817504,13,82533
29/6/2021,ES,Spain,EURO,3126,3820630,19,82552
30/6/2021,ES,Spain,EURO,8137,3828767,16,82568
1/7/2021,ES,Spain,EURO,10730,3839497,14,82582
2/7/2021,ES,Spain,EURO,13119,3852616,13,82595
3/7/2021,ES,Spain,EURO,14068,3866684,15,82610
4/7/2021,ES,Spain,EURO,14978,3881662,6,82616
5/7/2021,ES,Spain,EURO,10291,3891953,17,82633
6/7/2021,ES,Spain,EURO,7639,3899592,9,82642
7/7/2021,ES,Spain,EURO,16930,3916522,12,82654
8/7/2021,ES,Spain,EURO,20518,3937040,12,82666
9/7/2021,ES,Spain,EURO,23096,3960136,10,82676
10/7/2021,ES,Spain,EURO,22802,3982938,8,82684
11/7/2021,ES,Spain,EURO,24571,4007509,15,82699
12/7/2021,ES,Spain,EURO,15084,4022593,17,82716
13/7/2021,ES,Spain,EURO,12314,4034907,16,82732
14/7/2021,ES,Spain,EURO,25843,4060750,19,82751
15/7/2021,ES,Spain,EURO,28479,4089229,20,82771
16/7/2021,ES,Spain,EURO,29938,4119167,19,82790
17/7/2021,ES,Spain,EURO,29601,4148768,20,82810
18/7/2021,ES,Spain,EURO,29752,4178520,42,82852
19/7/2021,ES,Spain,EURO,18581,4197101,21,82873
20/7/2021,ES,Spain,EURO,14514,4211615,27,82900
21/7/2021,ES,Spain,EURO,29842,4241457,34,82934
22/7/2021,ES,Spain,EURO,31875,4273332,48,82982
23/7/2021,ES,Spain,EURO,31910,4305242,55,83037
24/7/2021,ES,Spain,EURO,31098,4336340,52,83089
25/7/2021,ES,Spain,EURO,30239,4366579,50,83139
26/7/2021,ES,Spain,EURO,18227,4384806,87,83226
27/7/2021,ES,Spain,EURO,12720,4397526,61,83287
28/7/2021,ES,Spain,EURO,25811,4423337,64,83351
29/7/2021,ES,Spain,EURO,28962,4452299,81,83432
30/7/2021,ES,Spain,EURO,27124,4479423,73,83505
31/7/2021,ES,Spain,EURO,25687,4505110,75,83580
1/8/2021,ES,Spain,EURO,25825,4530935,98,83678
2/8/2021,ES,Spain,EURO,14833,4545768,86,83764
3/8/2021,ES,Spain,EURO,9621,4555389,83,83847
4/8/2021,ES,Spain,EURO,19850,4575239,94,83941
5/8/2021,ES,Spain,EURO,21653,4596892,97,84038
6/8/2021,ES,Spain,EURO,20620,4617512,122,84160
7/8/2021,ES,Spain,EURO,19620,4637132,98,84258
8/8/2021,ES,Spain,EURO,19191,4656323,115,84373
9/8/2021,ES,Spain,EURO,11011,4667334,90,84463
10/8/2021,ES,Spain,EURO,7270,4674604,79,84542
11/8/2021,ES,Spain,EURO,15129,4689733,117,84659
12/8/2021,ES,Spain,EURO,17259,4706992,104,84763
13/8/2021,ES,Spain,EURO,15833,4722825,110,84873
14/8/2021,ES,Spain,EURO,14883,4737708,130,85003
15/8/2021,ES,Spain,EURO,13928,4751636,110,85113
16/8/2021,ES,Spain,EURO,8063,4759699,115,85228
17/8/2021,ES,Spain,EURO,5576,4765275,117,85345
18/8/2021,ES,Spain,EURO,9639,4774914,112,85457
19/8/2021,ES,Spain,EURO,12032,4786946,135,85592
20/8/2021,ES,Spain,EURO,12629,4799575,108,85700
21/8/2021,ES,Spain,EURO,11770,4811345,98,85798
22/8/2021,ES,Spain,EURO,11779,4823124,96,85894
23/8/2021,ES,Spain,EURO,6509,4829633,87,85981
24/8/2021,ES,Spain,EURO,4107,4833740,80,86061
25/8/2021,ES,Spain,EURO,9840,4843580,102,86163
26/8/2021,ES,Spain,EURO,9871,4853451,90,86253
27/8/2021,ES,Spain,EURO,9089,4862540,112,86365
28/8/2021,ES,Spain,EURO,8194,4870734,88,86453
29/8/2021,ES,Spain,EURO,8113,4878847,86,86539
30/8/2021,ES,Spain,EURO,4033,4882880,79,86618
31/8/2021,ES,Spain,EURO,2695,4885575,76,86694
1/9/2021,ES,Spain,EURO,6274,4891849,95,86789
2/9/2021,ES,Spain,EURO,7150,4898999,89,86878
3/9/2021,ES,Spain,EURO,5963,4904962,92,86970
4/9/2021,ES,Spain,EURO,5258,4910220,73,87043
5/9/2021,ES,Spain,EURO,4917,4915137,80,87123
6/9/2021,ES,Spain,EURO,2712,4917849,57,87180
7/9/2021,ES,Spain,EURO,1904,4919753,60,87240
8/9/2021,ES,Spain,EURO,4233,4923986,67,87307
9/9/2021,ES,Spain,EURO,4715,4928701,60,87367
10/9/2021,ES,Spain,EURO,3719,4932420,67,87434
11/9/2021,ES,Spain,EURO,3713,4936133,66,87500
12/9/2021,ES,Spain,EURO,3778,4939911,59,87559
13/9/2021,ES,Spain,EURO,1729,4941640,41,87600
14/9/2021,ES,Spain,EURO,1278,4942918,57,87657
15/9/2021,ES,Spain,EURO,3361,4946279,44,87701
16/9/2021,ES,Spain,EURO,3414,4949693,58,87759
17/9/2021,ES,Spain,EURO,2903,4952596,62,87821
18/9/2021,ES,Spain,EURO,2896,4955492,49,87870
19/9/2021,ES,Spain,EURO,2950,4958442,49,87919
20/9/2021,ES,Spain,EURO,1391,4959833,47,87966
21/9/2021,ES,Spain,EURO,902,4960735,47,88013
22/9/2021,ES,Spain,EURO,2393,4963128,38,88051
23/9/2021,ES,Spain,EURO,2725,4965853,45,88096
24/9/2021,ES,Spain,EURO,2500,4968353,33,88129
25/9/2021,ES,Spain,EURO,2304,4970657,29,88158
26/9/2021,ES,Spain,EURO,2462,4973119,38,88196
27/9/2021,ES,Spain,EURO,1232,4974351,29,88225
28/9/2021,ES,Spain,EURO,820,4975171,23,88248
29/9/2021,ES,Spain,EURO,2461,4977632,23,88271
30/9/2021,ES,Spain,EURO,2223,4979855,22,88293
1/10/2021,ES,Spain,EURO,2036,4981891,25,88318
2/10/2021,ES,Spain,EURO,1850,4983741,32,88350
3/10/2021,ES,Spain,EURO,1865,4985606,28,88378
4/10/2021,ES,Spain,EURO,984,4986590,33,88411
5/10/2021,ES,Spain,EURO,690,4987280,18,88429
6/10/2021,ES,Spain,EURO,1869,4989149,27,88456
7/10/2021,ES,Spain,EURO,1804,4990953,13,88469
8/10/2021,ES,Spain,EURO,1747,4992700,25,88494
9/10/2021,ES,Spain,EURO,1665,4994365,27,88521
10/10/2021,ES,Spain,EURO,1810,4996175,19,88540
11/10/2021,ES,Spain,EURO,894,4997069,17,88557
12/10/2021,ES,Spain,EURO,528,4997597,18,88575
13/10/2021,ES,Spain,EURO,1976,4999573,23,88598
14/10/2021,ES,Spain,EURO,828,5000401,15,88613
15/10/2021,ES,Spain,EURO,1870,5002271,21,88634
16/10/2021,ES,Spain,EURO,2035,5004306,18,88652
17/10/2021,ES,Spain,EURO,2011,5006317,17,88669
18/10/2021,ES,Spain,EURO,1114,5007431,14,88683
19/10/2021,ES,Spain,EURO,774,5008205,16,88699
20/10/2021,ES,Spain,EURO,2123,5010328,14,88713
21/10/2021,ES,Spain,EURO,2100,5012428,18,88731
22/10/2021,ES,Spain,EURO,2104,5014532,23,88754
23/10/2021,ES,Spain,EURO,1989,5016521,22,88776
24/10/2021,ES,Spain,EURO,2107,5018628,14,88790
25/10/2021,ES,Spain,EURO,1139,5019767,16,88806
26/10/2021,ES,Spain,EURO,845,5020612,14,88820
27/10/2021,ES,Spain,EURO,2256,5022868,16,88836
28/10/2021,ES,Spain,EURO,2109,5024977,14,88850
29/10/2021,ES,Spain,EURO,2125,5027102,16,88866
30/10/2021,ES,Spain,EURO,2169,5029271,17,88883
31/10/2021,ES,Spain,EURO,2436,5031707,7,88890
1/11/2021,ES,Spain,EURO,1368,5033075,18,88908
2/11/2021,ES,Spain,EURO,953,5034028,13,88921
3/11/2021,ES,Spain,EURO,1010,5035038,15,88936
4/11/2021,ES,Spain,EURO,2871,5037909,9,88945
5/11/2021,ES,Spain,EURO,2935,5040844,19,88964
6/11/2021,ES,Spain,EURO,2998,5043842,10,88974
7/11/2021,ES,Spain,EURO,3184,5047026,10,88984
8/11/2021,ES,Spain,EURO,1834,5048860,14,88998
9/11/2021,ES,Spain,EURO,1210,5050070,18,89016
10/11/2021,ES,Spain,EURO,3443,5053513,29,89045
11/11/2021,ES,Spain,EURO,3823,5057336,24,89069
12/11/2021,ES,Spain,EURO,3888,5061224,21,89090
13/11/2021,ES,Spain,EURO,4333,5065557,18,89108
14/11/2021,ES,Spain,EURO,4903,5070460,27,89135
15/11/2021,ES,Spain,EURO,2898,5073358,17,89152
16/11/2021,ES,Spain,EURO,2139,5075497,20,89172
17/11/2021,ES,Spain,EURO,5591,5081088,23,89195
18/11/2021,ES,Spain,EURO,6328,5087416,23,89218
19/11/2021,ES,Spain,EURO,6469,5093885,21,89239
20/11/2021,ES,Spain,EURO,6854,5100739,22,89261
21/11/2021,ES,Spain,EURO,7747,5108486,14,89275
22/11/2021,ES,Spain,EURO,4486,5112972,21,89296
23/11/2021,ES,Spain,EURO,3163,5116135,27,89323
24/11/2021,ES,Spain,EURO,8141,5124276,31,89354
25/11/2021,ES,Spain,EURO,9123,5133399,26,89380
26/11/2021,ES,Spain,EURO,9645,5143044,18,89398
27/11/2021,ES,Spain,EURO,9913,5152957,29,89427
28/11/2021,ES,Spain,EURO,11064,5164021,30,89457
29/11/2021,ES,Spain,EURO,6776,5170797,29,89486
30/11/2021,ES,Spain,EURO,4537,5175334,22,89508
1/12/2021,ES,Spain,EURO,11545,5186879,40,89548
2/12/2021,ES,Spain,EURO,13312,5200191,44,89592
3/12/2021,ES,Spain,EURO,14348,5214539,39,89631
4/12/2021,ES,Spain,EURO,15573,5230112,36,89667
5/12/2021,ES,Spain,EURO,16168,5246280,41,89708
6/12/2021,ES,Spain,EURO,11084,5257364,39,89747
7/12/2021,ES,Spain,EURO,7666,5265030,43,89790
8/12/2021,ES,Spain,EURO,8030,5273060,52,89842
9/12/2021,ES,Spain,EURO,18282,5291342,44,89886
10/12/2021,ES,Spain,EURO,12058,5303400,48,89934
11/12/2021,ES,Spain,EURO,21310,5324710,50,89984
12/12/2021,ES,Spain,EURO,26288,5350998,51,90035
13/12/2021,ES,Spain,EURO,16751,5367749,52,90087
14/12/2021,ES,Spain,EURO,12987,5380736,45,90132
15/12/2021,ES,Spain,EURO,27329,5408065,63,90195
16/12/2021,ES,Spain,EURO,32562,5440627,65,90260
17/12/2021,ES,Spain,EURO,37283,5477910,48,90308
18/12/2021,ES,Spain,EURO,39157,5517067,88,90396
19/12/2021,ES,Spain,EURO,44651,5561718,79,90475
20/12/2021,ES,Spain,EURO,26909,5588627,64,90539
21/12/2021,ES,Spain,EURO,22537,5611164,71,90610
22/12/2021,ES,Spain,EURO,55377,5666541,85,90695
23/12/2021,ES,Spain,EURO,74768,5741309,73,90768
24/12/2021,ES,Spain,EURO,86726,5828035,76,90844
25/12/2021,ES,Spain,EURO,97366,5925401,84,90928
26/12/2021,ES,Spain,EURO,75697,6001098,74,91002
27/12/2021,ES,Spain,EURO,47331,6048429,83,91085
28/12/2021,ES,Spain,EURO,52970,6101399,85,91170
29/12/2021,ES,Spain,EURO,116931,6218330,98,91268
30/12/2021,ES,Spain,EURO,138739,6357069,94,91362
31/12/2021,ES,Spain,EURO,150579,6507648,102,91464
1/2/2022,ES,Spain,EURO,39901,10207691,227,97240
1/2/2022,GB,The United Kingdom,EURO,87563,17517456,245,157929
1/2/2022,US,United States of America,AMRO,158229,74148464,923,884897
31/1/2022,CN,China,WPRO,193,138992,0,5700
31/1/2022,FR,France,EURO,240671,18551940,108,127773
31/1/2022,DE,Germany,EURO,74553,9958169,80,121647
31/1/2022,ES,Spain,EURO,47007,10167790,244,97013
31/1/2022,GB,The United Kingdom,EURO,73504,17429893,261,157684
31/1/2022,US,United States of America,AMRO,222169,73990235,1512,883974
30/1/2022,CN,China,WPRO,248,138799,0,5700
30/1/2022,FR,France,EURO,330748,18311269,173,127665
30/1/2022,DE,Germany,EURO,124365,9883616,140,121567
30/1/2022,ES,Spain,EURO,84629,10120783,252,96769
30/1/2022,GB,The United Kingdom,EURO,84025,17356389,258,157423
30/1/2022,US,United States of America,AMRO,522339,73768066,3599,882462
29/1/2022,CN,China,WPRO,238,138551,0,5700
29/1/2022,FR,France,EURO,337275,17980521,243,127492
29/1/2022,DE,Germany,EURO,187680,9759251,175,121427
29/1/2022,ES,Spain,EURO,93826,10036154,220,96517
29/1/2022,GB,The United Kingdom,EURO,96200,17272364,302,157165
29/1/2022,US,United States of America,AMRO,571517,73245727,2898,878863
28/1/2022,CN,China,WPRO,295,138313,0,5700
28/1/2022,FR,France,EURO,390453,17643246,267,127249
28/1/2022,DE,Germany,EURO,198890,9571571,173,121252
28/1/2022,ES,Spain,EURO,109996,9942328,242,96297
28/1/2022,GB,The United Kingdom,EURO,108667,17176164,264,156863
28/1/2022,US,United States of America,AMRO,545686,72674210,3389,875965
27/1/2022,CN,China,WPRO,261,138018,0,5700
27/1/2022,FR,France,EURO,421898,17252793,253,126982
27/1/2022,DE,Germany,EURO,194740,9372681,173,121079
27/1/2022,ES,Spain,EURO,118527,9832332,246,96055
27/1/2022,GB,The United Kingdom,EURO,113201,17067497,245,156599
27/1/2022,US,United States of America,AMRO,494552,72128524,3522,872576
26/1/2022,CN,China,WPRO,175,137757,0,5700
26/1/2022,FR,France,EURO,500563,16830895,465,126729
26/1/2022,DE,Germany,EURO,193506,9177941,183,120906
26/1/2022,ES,Spain,EURO,131238,9713805,248,95809
26/1/2022,GB,The United Kingdom,EURO,127363,16954296,280,156354
26/1/2022,US,United States of America,AMRO,1008743,71633972,2794,869054
25/1/2022,CN,China,WPRO,232,137582,0,5700
25/1/2022,FR,France,EURO,60695,16330332,353,126264
25/1/2022,DE,Germany,EURO,139255,8984435,161,120723
25/1/2022,ES,Spain,EURO,66477,9582567,202,95561
25/1/2022,GB,The United Kingdom,EURO,102365,16826933,256,156074
25/1/2022,US,United States of America,AMRO,314935,70625229,958,866260
24/1/2022,CN,China,WPRO,286,137350,0,5700
24/1/2022,FR,France,EURO,301339,16269637,115,125911
24/1/2022,DE,Germany,EURO,61857,8845180,76,120562
1/1/2021,GB,The United Kingdom,EURO,72161,2638419,723,75924
2/1/2021,GB,The United Kingdom,EURO,53945,2692364,758,76682
3/1/2021,GB,The United Kingdom,EURO,32482,2724846,751,77433
4/1/2021,GB,The United Kingdom,EURO,61654,2786500,762,78195
5/1/2021,GB,The United Kingdom,EURO,56332,2842832,762,78957
6/1/2021,GB,The United Kingdom,EURO,77970,2920802,845,79802
7/1/2021,GB,The United Kingdom,EURO,66635,2987437,909,80711
8/1/2021,GB,The United Kingdom,EURO,58783,3046220,938,81649
9/1/2021,GB,The United Kingdom,EURO,53187,3099407,997,82646
10/1/2021,GB,The United Kingdom,EURO,48104,3147511,989,83635
11/1/2021,GB,The United Kingdom,EURO,40035,3187546,1023,84658
12/1/2021,GB,The United Kingdom,EURO,37174,3224720,1099,85757
13/1/2021,GB,The United Kingdom,EURO,58591,3283311,1132,86889
14/1/2021,GB,The United Kingdom,EURO,50647,3333958,1213,88102
15/1/2021,GB,The United Kingdom,EURO,46506,3380464,1220,89322
16/1/2021,GB,The United Kingdom,EURO,43473,3423937,1232,90554
17/1/2021,GB,The United Kingdom,EURO,41450,3465387,1228,91782
18/1/2021,GB,The United Kingdom,EURO,31248,3496635,1310,93092
19/1/2021,GB,The United Kingdom,EURO,29592,3526227,1272,94364
20/1/2021,GB,The United Kingdom,EURO,45956,3572183,1299,95663
21/1/2021,GB,The United Kingdom,EURO,40526,3612709,1366,97029
22/1/2021,GB,The United Kingdom,EURO,35985,3648694,1299,98328
23/1/2021,GB,The United Kingdom,EURO,32501,3681195,1238,99566
24/1/2021,GB,The United Kingdom,EURO,30330,3711525,1247,100813
25/1/2021,GB,The United Kingdom,EURO,22344,3733869,1173,101986
26/1/2021,GB,The United Kingdom,EURO,17554,3751423,1159,103145
27/1/2021,GB,The United Kingdom,EURO,30736,3782159,1169,104314
28/1/2021,GB,The United Kingdom,EURO,27730,3809889,1067,105381
29/1/2021,GB,The United Kingdom,EURO,26303,3836192,1115,106496
30/1/2021,GB,The United Kingdom,EURO,24772,3860964,1112,107608
31/1/2021,GB,The United Kingdom,EURO,22433,3883397,1069,108677
1/2/2021,GB,The United Kingdom,EURO,17167,3900564,913,109590
2/2/2021,GB,The United Kingdom,EURO,15783,3916347,895,110485
3/2/2021,GB,The United Kingdom,EURO,22971,3939318,897,111382
4/2/2021,GB,The United Kingdom,EURO,20267,3959585,853,112235
5/2/2021,GB,The United Kingdom,EURO,19914,3979499,864,113099
6/2/2021,GB,The United Kingdom,EURO,18492,3997991,720,113819
7/2/2021,GB,The United Kingdom,EURO,16308,4014299,754,114573
8/2/2021,GB,The United Kingdom,EURO,12320,4026619,702,115275
9/2/2021,GB,The United Kingdom,EURO,11664,4038283,638,115913
10/2/2021,GB,The United Kingdom,EURO,16194,4054477,680,116593
11/2/2021,GB,The United Kingdom,EURO,14225,4068702,612,117205
12/2/2021,GB,The United Kingdom,EURO,13899,4082601,610,117815
13/2/2021,GB,The United Kingdom,EURO,13139,4095740,576,118391
14/2/2021,GB,The United Kingdom,EURO,12573,4108313,534,118925
15/2/2021,GB,The United Kingdom,EURO,9034,4117347,491,119416
16/2/2021,GB,The United Kingdom,EURO,8994,4126341,497,119913
17/2/2021,GB,The United Kingdom,EURO,14735,4141076,519,120432
18/2/2021,GB,The United Kingdom,EURO,12941,4154017,447,120879
19/2/2021,GB,The United Kingdom,EURO,11942,4165959,432,121311
20/2/2021,GB,The United Kingdom,EURO,11794,4177753,420,121731
21/2/2021,GB,The United Kingdom,EURO,10728,4188481,382,122113
22/2/2021,GB,The United Kingdom,EURO,8312,4196793,353,122466
23/2/2021,GB,The United Kingdom,EURO,8097,4204890,327,122793
24/2/2021,GB,The United Kingdom,EURO,11655,4216545,282,123075
25/2/2021,GB,The United Kingdom,EURO,9762,4226307,290,123365
26/2/2021,GB,The United Kingdom,EURO,8845,4235152,275,123640
27/2/2021,GB,The United Kingdom,EURO,8025,4243177,260,123900
28/2/2021,GB,The United Kingdom,EURO,6783,4249960,229,124129
1/3/2021,GB,The United Kingdom,EURO,4949,4254909,230,124359
2/3/2021,GB,The United Kingdom,EURO,4873,4259782,214,124573
3/3/2021,GB,The United Kingdom,EURO,7191,4266973,224,124797
4/3/2021,GB,The United Kingdom,EURO,6919,4273892,184,124981
5/3/2021,GB,The United Kingdom,EURO,6172,4280064,147,125128
6/3/2021,GB,The United Kingdom,EURO,5937,4286001,154,125282
7/3/2021,GB,The United Kingdom,EURO,5467,4291468,169,125451
8/3/2021,GB,The United Kingdom,EURO,4628,4296096,153,125604
